SC_CODE	SC_NAME	SC_GROUP	SC_TYPE	OPEN	HIGH	LOW	CLOSE	LAST	PREVCLOSE	NO_TRADES	NO_OF_SHRS	NET_TURNOV	TDCLOINDI
531543	JINDAL WORLD	B 	Q	102	107.2	100	101.25	100	102.45	152	2314	238508	
531544	VERTEX SPG  	T 	Q	0.32	0.32	0.32	0.32	0.32	0.33	3	9848	3151	
531547	TIRUPATI IND	T 	Q	9.3	9.3	9.3	9.3	9.3	9.5	1	10	93	
531548	SOMANY CRAM 	B 	Q	114	117.1	114	116	115.5	115.7	406	4069	469668	
531550	JHAVERI CRED	B 	Q	6.1	6.1	6.1	6.1	6.1	5.9	1	200	1220	
531565	INDO-PACIFIC	B 	Q	1.8	1.8	1.8	1.8	1.8	1.89	1	100	180	
531568	ASHUTOSH PAP	B 	Q	3.67	3.67	3.67	3.67	3.67	3.5	3	1200	4404	
531569	SANJIVANI PA	B 	Q	15.2	15.75	15.2	15.5	15.5	15.85	12	792	12266	
531570	BLAZON MARBL	B 	Q	45.5	47.3	45.5	46.9	46.9	45.3	1299	132365	6128789	
531574	VAS INFRA   	B 	Q	14	14	14	14	14	13.5	1	10	140	
531581	ALKA DIAMOND	T 	Q	18.1	18.1	18.1	18.1	18.1	19	2	500	9050	
531590	BILPOWER LTD	T 	Q	1.91	1.95	1.91	1.95	1.95	1.91	8	6300	12205	
531591	BAMPSL SECUR	T 	Q	0.64	0.7	0.64	0.7	0.7	0.67	2	2000	1340	
531592	ADI RASAYAN 	B 	Q	26.45	26.95	24.45	26.95	26.95	25.7	10	2004	53407	
531595	CGCL        	B 	Q	122.65	125.95	122.65	125.95	125.95	129	17	195	24244	
531597	MIDLAND POLY	B 	Q	67	68.5	65.7	68.4	68.4	67.95	324	224787	15338251	
531598	NIMBUS FOOD 	B 	Q	1.21	1.25	1.19	1.19	1.19	1.2	24	6455	7811	
531599	FDC LIMITED 	B 	Q	130.4	131.15	125.95	126.7	126.7	129.4	1338	64444	8239276	
531602	KOFF BR PICT	T 	Q	0.18	0.2	0.18	0.2	0.2	0.19	4	28000	5540	
531611	AADHAARVEN  	T 	Q	0.39	0.4	0.38	0.4	0.4	0.39	38	180232	71241	
531612	KGN IND LTD 	B 	Q	5.99	5.99	5.77	5.77	5.77	5.88	63	19948	115929	
531621	CENTERAC    	T 	Q	2.57	2.57	2.57	2.57	2.57	2.45	1	255	655	
531624	COUNTRY COND	B 	Q	0.92	0.92	0.92	0.92	0.92	0.88	1	10	9	
531633	LINCOLN PHAR	B 	Q	34.65	35.45	34.2	34.9	34.7	33.95	116	3923	136825	
531638	SURAJ LTD   	B 	Q	28.05	28.05	28.05	28.05	28.05	27.5	26	847	23758	
531642	MARICOLTD   	A 	Q	218.85	222	216.05	218.4	218.4	216.85	416	17481	3825544	
531645	SOUTHERN ISP	B 	Q	2.64	2.74	2.51	2.51	2.51	2.64	457	1253848	3331738	
531648	CROITRE     	T 	Q	9.27	9.27	9.27	9.27	9.27	8.83	7	3400	31518	
531650	VAX HSG.FIN.	B 	Q	8.61	9	8.61	9	9	8.61	110	26501	230389	
531651	NATIONAL GEN	T 	Q	39.95	39.95	39.95	39.95	39.95	42	1	1	39	
531658	TRIJAL IND. 	B 	Q	1.1	1.1	1.05	1.05	1.05	1.1	2	2	2	
531659	TSL INDS    	B 	Q	3.46	3.46	3.46	3.46	3.46	3.3	5	2000	6920	
531661	HITTCO TOOLS	B 	Q	8.06	8.06	8.06	8.06	8.06	8.48	2	60	483	
531663	YUVRAAJHPL  	T 	Q	2.82	2.82	2.82	2.82	2.82	2.69	1	10	28	
531664	MAHAVIR IMPE	T 	Q	0.49	0.49	0.49	0.49	0.49	0.51	1	1	0	
531668	VISION CORPO	B 	Q	0.86	0.86	0.86	0.86	0.86	0.82	1	10	8	
531671	BISIL PLAST 	B 	Q	0.21	0.21	0.21	0.21	0.21	0.2	1	300	63	
531675	TRICOM INDIA	B 	Q	1.48	1.48	1.41	1.41	1.41	1.48	4	1025	1445	
531676	VAGHANI     	B 	Q	5.54	5.54	5.54	5.54	5.54	5.83	3	1650	9141	
531680	MAYUR LEATHR	B 	Q	24.15	24.15	24	24	24	24.15	2	120	2895	
531682	CAT TECHN.  	B 	Q	5.3	5.3	5.2	5.2	5.2	5.12	21	181700	944928	
531687	KARUTURI GLO	T 	Q	1.35	1.39	1.29	1.31	1.31	1.33	182	680902	913845	
531692	KHYATI MULTI	B 	Q	0.4	0.4	0.39	0.39	0.39	0.39	4	152	60	
531693	YANTRA      	T 	Q	0.08	0.09	0.07	0.09	0.09	0.08	17	769441	61204	
531695	SHREYCHEM   	T 	Q	9.65	9.69	9.5	9.5	9.5	9.53	23	12371	117722	
531703	TRIBHUVAN HS	B 	Q	0.13	0.13	0.13	0.13	0.13	0.14	1	1	0	
531712	TRILOGIC    	T 	Q	36	36	36	36	36	34.45	509	10603	381708	
531719	BHAGIRA.CHEM	B 	Q	29	29	28.5	28.5	28.5	29.3	5	550	15825	
531720	ALPHA GRAPHI	B 	Q	30.45	30.45	30.45	30.45	30.45	32	2	12	365	
531723	STAMPEDE CAP	B 	Q	42	42.25	42	42.25	42.25	40.25	4	301	12692	
531731	AARYAGLOBL  	T 	Q	6.3	6.3	6.25	6.28	6.28	6.5	15	21040	131883	
531737	MARIGOLD GLA	T 	Q	39.35	39.35	39.35	39.35	39.35	37.5	1	6	236	
531738	SILICON VAL.	T 	Q	0.24	0.24	0.24	0.24	0.24	0.25	3	3000	720	
531739	GENNEX LAB  	B 	Q	0.89	0.89	0.81	0.89	0.89	0.85	29	325900	277082	
531744	GINI SILK MI	B 	Q	22.1	22.1	22.1	22.1	22.1	23.25	6	600	13260	
531746	PRAJAY ENGS.	B 	Q	8.23	8.23	7.8	7.91	8	7.88	125	14023	110799	
531752	SUN TECHNO  	B 	Q	0.21	0.21	0.21	0.21	0.21	0.2	3	4200	882	
531758	G.K.CONSULT.	B 	Q	16.7	16.9	16.7	16.85	16.85	16.1	902	12254	206254	
531762	UNJHA FORMUL	B 	Q	2.1	2.15	2.1	2.15	2.15	2.08	2	2001	4202	
531768	POLY MEDICUR	B 	Q	338	339	331.2	331.2	331.2	337.05	126	2616	883374	
531769	PFL INFOTECH	B 	Q	500.4	517	500.4	517	517	509	66	50150	25806519	
531784	KADAMB CONST	B 	Q	2.12	2.12	2.12	2.12	2.12	2.02	1	25	53	
531795	ATUL AUTO   	T 	Q	296	305.9	295.95	303.05	303.05	291.35	355	12348	3749164	
531807	ING VYSYA BN	A 	Q	606	609.9	603	608.25	608.25	611.7	298	4847	2942360	
531812	SGN TELECOMS	T 	Q	0.08	0.08	0.08	0.08	0.08	0.09	2	1501	120	
531814	TIRUPATI SAR	B 	Q	4.41	4.41	4.1	4.1	4.1	4.2	5	1480	6486	
531816	PANORAM UNI 	B 	Q	7.9	7.95	7.9	7.95	7.95	7.71	7	3700	29365	
531820	FINALYSIS CR	B 	Q	2.42	2.42	2.42	2.42	2.42	2.38	1	100	242	
531822	RODIUM      	B 	Q	112	114	107.35	110.95	111	109.4	172	7480	827143	
531823	ARVIND REM. 	B 	Q	54.25	54.9	53.85	54.35	54.35	54.4	218	19474	1057510	
531830	TODAYS      	B 	Q	2.48	2.48	2.48	2.48	2.48	2.6	2	500	1240	
531832	NAGAR.AGRITE	B 	Q	0.52	0.56	0.52	0.56	0.56	0.54	2	2	1	
531838	SMSTECH     	B 	Q	0.1	0.11	0.1	0.1	0.1	0.1	59	536564	58724	
531841	INDUSFIN    	T 	Q	38.25	38.25	38.25	38.25	38.25	37.5	2	17	650	
531842	LAHOTI OVER.	B 	Q	8.12	8.12	8	8.1	8.1	7.74	16	4174	33630	
531845	ZENITH BIRLA	B 	Q	1.19	1.22	1.12	1.12	1.12	1.17	141	1482660	1663191	
531855	PRABHAV IND 	B 	Q	1.39	1.39	1.36	1.36	1.36	1.38	3	5700	7908	
531861	JOINDRE CAPI	B 	Q	7.86	7.86	7.86	7.86	7.86	8.27	1	10	78	
531862	BHARAT FERTI	B 	Q	66.05	71.6	66.05	70.25	70.4	65.5	313	1795	122310	
531863	SIGRUN HOLD 	B 	Q	0.15	0.15	0.15	0.15	0.15	0.14	14	75362	11304	
531865	VOLANT TEX. 	B 	Q	0.58	0.58	0.58	0.58	0.58	0.59	8	8900	5162	
531866	SUBHKAM CAP 	B 	Q	99.95	100.5	99.95	100.05	100.05	97.05	14	629	62939	
531869	SACHETA MET.	B 	Q	17.5	17.5	16.4	17.05	17.05	17	145	29964	504404	
531874	VENUS POWER 	T 	Q	2.66	2.66	2.61	2.61	2.61	2.66	8	182	475	
531879	PIONEER DIS.	T 	Q	59	59	59	59	59	59	2	110	6490	
531881	GMETCOAL    	B 	Q	35.15	35.25	35.15	35.15	35.15	35.85	6	403	14170	
531882	KWALITYLTD  	B 	Q	28.6	29.45	28.55	29.2	29.15	28.6	606	43393	1252491	
531886	SCOPE IND   	B 	Q	8.2	8.91	8.07	8.85	8.4	8.49	194	72004	609398	
531892	KHANDWALA SE	B 	Q	14.75	14.75	14.75	14.75	14.75	15.45	1	50	737	
531893	SAWACA BUSI 	B 	Q	42.75	42.75	42.75	42.75	42.75	41.95	4	1927	82379	
531897	ACCENT TECH 	B 	Q	10.9	10.9	10.9	10.9	10.9	10.69	1	150	1635	
531900	CCL INTER   	B 	Q	92.25	92.25	92	92	92	92.1	3	25100	2309225	
531901	STERWEB     	B 	Q	0.14	0.14	0.14	0.14	0.14	0.13	2	26	3	
531904	GLOBUS CORP 	T 	Q	0.25	0.25	0.24	0.24	0.24	0.24	3	5002	1250	
531909	SWAGRUHA    	T 	Q	60.5	63	60.5	63	63	60	943	34194	2105898	
531917	TWINSTAR SOF	B 	Q	1.13	1.35	1.13	1.33	1.35	1.23	63	16300	21140	
531919	MUDIT FINLEA	B 	Q	248	249	248	249	249	260	5	10110	2512290	
531921	AGAR IND COR	B 	Q	153	153.5	151.25	152.3	152	152.7	970	45756	6956280	
531934	SUPREME TEX 	T 	Q	8.12	8.12	8.12	8.12	8.12	8.54	1	1000	8120	
531936	BLUE CHIP(I)	B 	Q	0.17	0.17	0.16	0.16	0.16	0.16	2	2001	340	
531937	BECKONSIND  	T 	Q	0.4	0.4	0.4	0.4	0.4	0.39	2	2000	800	
531945	SUNITEE CHEM	T 	Q	0.41	0.41	0.4	0.4	0.4	0.4	4	6500	2615	
531950	VERTEX SEC. 	B 	Q	1.95	1.95	1.95	1.95	1.95	2	1	500	975	
531952	RIBA TEXTILS	B 	Q	25.5	26	24.6	25.4	25.4	25	73	20502	520826	
531959	NEWINFRA    	B 	Q	15.3	15.3	15.3	15.3	15.3	15	1	1	15	
531960	JINDAL ONLIN	B 	Q	0.14	0.14	0.14	0.14	0.14	0.13	1	1	0	
531962	SHREMETAL   	B 	Q	6.95	6.95	6.95	6.95	6.95	6.85	1	25	173	
531963	UNIVERSAL CR	T 	Q	178	180	178	180	180	178	74	20200	3615600	
531978	AMBIKA COTTO	B 	Q	270	278.9	270	277.1	277.1	269.95	16	1274	349683	
531979	HIND ALUMIN 	B 	Q	38	38	37.1	38	38	38	5	1400	52300	
531996	ODYSSEY CORP	B 	Q	40	41.9	39.85	41.45	41.9	40.1	247	2085	83960	
532001	INDUCTO STL.	T 	Q	32.5	32.5	32.45	32.45	32.45	31	2	105	3407	
532034	PARIKH HERB.	B 	Q	30.65	30.75	30.65	30.75	30.75	30.15	756	1977759	60787024	
532035	UNISTAR MULT	T 	Q	4.95	5.3	4.95	5.3	5.3	5.2	53	10800	54058	
532039	ZENOTECH    	T 	Q	29	29	29	29	29	28.75	3	273	7917	
532041	HINDUSTN BIO	T 	Q	0.68	0.68	0.68	0.68	0.68	0.68	1	17	11	
532045	NEXXOFT INFO	T 	Q	1.49	1.49	1.49	1.49	1.49	1.47	3	80	119	
532051	SWELECT     	B 	Q	181.7	185	177	182.4	182.4	180.4	380	2185	393740	
532055	RASHEL AGRO.	T 	Q	2.03	2.03	2.03	2.03	2.03	1.98	1	20	40	
532067	KILPEST (I) 	T 	Q	9.9	9.9	9.85	9.85	9.85	9.85	4	1003	9929	
532072	INTER DIGI  	B 	Q	0.79	0.79	0.78	0.78	0.78	0.78	4	830	649	
532081	KSERASERA   	B 	Q	12.11	12.75	12	12	12	12	741	1210642	14589021	
532084	FAST TRACK E	T 	Q	1.55	1.55	1.55	1.55	1.55	1.5	3	605	937	
532090	VANDANA     	T 	Q	23	23.95	23	23.95	23.95	23	41	24170	563537	
532092	SAGARPROD   	T 	Q	0.78	0.82	0.78	0.81	0.81	0.79	4	2200	1780	
532093	VENKAT PHARM	T 	Q	1.92	1.92	1.92	1.92	1.92	1.83	1	330	633	
532097	MUKAND ENGG.	B 	Q	27.65	28.35	27.65	28.05	28.05	27.7	80	5378	150144	
532100	INDO-CITY IN	B 	Q	6.5	6.5	6.5	6.5	6.5	6.22	2	14	91	
532106	REI AGRO LTD	B 	Q	6.8	7.4	6.57	7.31	7.31	6.6	3394	1580982	11385715	
532113	BRIJLAXMI LE	T 	Q	0.25	0.26	0.25	0.26	0.26	0.25	4	12651	3162	
532121	DENA BANK   	A 	Q	61	62.3	60.85	61.85	61.85	60.75	2551	346356	21317392	
532123	BSE  INFRA  	T 	Q	1.65	1.72	1.65	1.69	1.68	1.64	37	22939	39153	
532127	MOBILE TELE 	B 	Q	3.69	3.71	3.69	3.71	3.71	3.54	86	148940	552527	
532129	HEXAWARE TEC	B 	Q	131.75	132.85	131	131.7	131.7	131.75	767	78782	10392204	
532133	IFGL REFRACT	T 	Q	62	64.1	61	64.1	64.1	61.05	326	16511	1042254	
532134	BNK OF BAROD	A 	Q	646	661	643.8	657.7	657.7	645.75	3809	139236	91156594	
532139	G-TECH INFO.	T 	Q	0.44	0.44	0.44	0.44	0.44	0.45	3	25600	11264	
532140	RM MOHITE   	B 	Q	13.73	15.17	13.73	15.17	15.17	14.45	35	247693	3402213	
532141	ANDHRA CEMEN	B 	Q	5.4	5.4	5.3	5.31	5.31	5	20	5795	30880	
532144	WELCORP     	B 	Q	64	65	62.55	62.95	62.95	63.55	1326	91630	5823403	
532145	H.S.(I) LTD.	B 	Q	4.71	4.71	4.27	4.27	4.27	4.49	6	731	3252	
532149	BNK OF INDIA	A 	Q	239.9	246.15	237.15	243	243	237.55	7516	405276	97733782	
532150	INDRAPRAST  	B 	Q	36.85	37.25	36.6	37.1	37.2	36.3	186	8235	304812	
532154	SUNSHINE    	T 	Q	72	72	72	72	72	70	11	47000	3384000	
532155	GAIL (I) LTD	A 	Q	344	344	341.3	343.15	343.2	341.5	318	11672	4002911	
532156	VAIBHAVGBL  	B 	Q	679	692.65	640	682.1	682.1	659.7	2549	39155	26512247	
532162	JK PAPER    	B 	Q	31	31.6	30.45	31.35	31.35	30.9	387	24847	775631	
532163	SAREGAMA (I)	B 	Q	83.45	83.45	80.7	80.95	80.7	83.05	44	1432	116924	
532166	ALKA SECUR. 	T 	Q	0.38	0.38	0.38	0.38	0.38	0.38	2	5500	2090	
532172	COLOR CHIPS 	T 	Q	8	8	8	8	8	7.65	2	25	200	
532173	CYBERTECH   	B 	Q	23	23	21.05	21.65	21.65	22.14	900	60605	1318095	
532174	ICICI BANK  	A 	Q	1102	1105.9	1092.35	1097.4	1097.4	1098.45	2909	83230	91343985	
532175	INFOTECH EN.	B 	Q	340	349	338.65	340.35	340.35	340.65	184	2072	708653	
532178	ENGINRS.(I) 	A 	Q	167.95	168.4	166.2	166.75	166.75	166.4	473	14225	2375340	
532179	CORPN.BANK  	A 	Q	260.85	262.95	260.65	262.2	262.2	260.8	686	23567	6165791	
532180	DHANALAK.BNK	B 	Q	41	41.6	40.4	41.25	41.25	40.65	653	81469	3348136	
532181	GUJ.MINERAL 	A 	Q	120	120	117.55	118.2	118.2	118.05	491	16412	1945062	
532187	INDUSIND BNK	A 	Q	424	425	421.4	423.8	423.8	420.1	1335	49665	21011986	
532189	INDIA TOURIS	B 	Q	99.35	99.35	99.35	99.35	99.35	101.35	51	4196	416872	
532191	STATE BNK TR	B 	Q	425	450	424	443.4	443.4	422.8	774	5191	2293971	
532200	STATE BNK MY	B 	Q	424	485	420.5	446.6	446.6	423	373	5725	2572828	
532209	J & K BANK  	A 	Q	1440	1456.45	1430	1431.65	1431.65	1433.65	269	1280	1846232	
532210	CITY UNION  	B 	Q	51.75	51.8	51.05	51.45	51.45	51.9	474	71616	3684373	
532212	ARCHIES LTD 	B 	Q	19.3	20.7	19.1	20.25	20.25	19.15	1746	282474	5708552	
532215	AXIS BANK   	A 	Q	1303.05	1304.9	1288.5	1291.75	1291.75	1299.65	3340	73888	95574761	
532216	HB STOCKHOL.	B 	Q	8.71	9.1	8.71	9.08	9.08	8.95	8	2205	19887	
532218	SOUTH IND.BK	A 	Q	20.4	20.85	20.3	20.7	20.7	20.35	672	249328	5129647	
532219	ENERGY DEV. 	B 	Q	16.8	16.8	16.8	16.8	16.8	16.11	1	15	252	
532221	SONATA SOFT.	B 	Q	41	43	41	42.6	42.6	40.8	1175	132384	5622929	
532230	BENGAL TEA &	B 	Q	37.1	38	37.1	37.6	37.6	38	10	600	22402	
532234	NAT.ALUM    	A 	Q	38.05	38.2	37.85	38.05	38.05	37.85	401	43206	1643614	
532240	INDIA NIPPON	B 	Q	192.75	193.1	185.05	187.7	187.7	194.85	1237	11523	2170235	
532254	POLARIS FIN 	B 	Q	136.35	136.5	134.25	134.7	134.7	135.7	616	26186	3546644	
532256	NALWA SONS  	B 	Q	604.5	604.5	604.5	604.5	604.5	577.1	1	2	1209	
532259	APAR INDUS. 	B 	Q	153.6	158	152.05	156.05	156.05	151.05	845	25653	4005238	
532262	TCI INDUS.  	T 	Q	710	710	710	710	710	723.05	3	25	17750	
532268	ACCELYA     	B 	Q	767.9	784.8	755	761.7	761.7	761.4	1247	12711	9834566	
532271	CYBERMATE   	B 	Q	0.69	0.69	0.66	0.68	0.69	0.66	10	10002	6839	
532275	LANDMARC LEI	B 	Q	0.42	0.42	0.42	0.42	0.42	0.43	1	100	42	
532276	SYNDICATE BN	A 	Q	95.5	96.9	94.25	96.05	96.05	94.6	1555	185543	17685799	
532281	HCL TECHNO  	A 	Q	1270	1270.1	1253.45	1258.15	1258.15	1263.1	1191	17401	21898667	
532282	AMTEK INDIA 	B 	Q	64.9	69.2	64.45	67.9	67.9	64.6	1809	130754	8895835	
532285	GEOJIT BNP  	B 	Q	18.85	19.1	18.85	19.05	19	18.85	50	6287	119367	
532286	JINDAL STE  	A 	Q	262.15	264.15	261	262.45	262.45	260.95	1498	83924	22046549	
532287	ENTEGRA LTD 	T 	Q	2.41	2.41	2.3	2.3	2.3	2.3	3	457	1087	
532290	BLB LTD.    	B 	Q	2.7	2.7	2.7	2.7	2.7	2.8	2	480	1296	
532291	KDL BIOTECH 	T 	Q	2.1	2.1	1.91	1.91	1.91	2	7	859	1727	
532296	GLENMARK PHA	A 	Q	533	535.7	528.25	530	530	533.35	965	17368	9232699	
532298	ZENITH INFO.	B 	Q	3.3	3.3	3.3	3.3	3.3	3.15	3	280	924	
532300	WOCKHARDT   	A 	Q	453	465.5	453	461.8	461.8	452.35	16847	424802	195856745	
532301	TATA COFFEE 	B 	Q	988	1005.95	981	994.6	994.6	978.95	2962	32054	31911752	
532303	INTEGRA.HITE	B 	Q	4.14	4.14	4.14	4.14	4.14	4.35	1	1	4	
532305	IND-SWIFT LA	B 	Q	35.3	39	35.3	39	39	37.15	388	22972	871817	
532307	MELSTAR INFO	T 	Q	1.99	1.99	1.99	1.99	1.99	1.9	1	200	398	
532309	AIL         	B 	Q	373.35	381	373.35	375.5	375.05	375.45	107	1022	384713	
532310	SHREE RAMA  	B 	Q	8.37	8.62	8.37	8.49	8.49	8.59	12	1202	10207	
532311	TUTIS TECH  	T 	Q	3.92	3.92	3.78	3.91	3.92	3.85	101	69400	265885	
532312	GEOMETRIC L 	B 	Q	102	106.4	102	103.8	103.8	102.15	2144	127292	13298472	
532313	MAHINDRALIFE	B 	Q	396.1	401.1	396.05	399.9	400	396.05	100	601	239848	
532316	S KUMARS.COM	B 	Q	0.5	0.5	0.5	0.5	0.5	0.52	1	100	50	
532318	GEMINI COMMU	B 	Q	2.48	2.48	2.33	2.48	2.48	2.38	10	1102	2642	
532321	CADILA HEALT	A 	Q	816.65	829.6	792	799.45	799.45	807.1	1625	14369	11597311	
532322	ELDER PHARMA	B 	Q	233.6	264.5	228.5	256.3	256.3	230.35	30737	1031217	262681351	
532323	SHIVA CEMENT	B 	Q	2.45	2.6	2.25	2.45	2.45	2.46	362	258568	647376	
532324	CINEVISTA   	T 	Q	3.44	3.46	3.44	3.46	3.46	3.62	5	2285	7882	
532326	INTENS TECH 	B 	Q	15.63	15.63	15.55	15.63	15.63	14.89	260	85152	1330878	
532329	DANLAW TECH.	B 	Q	5.96	6.53	5.96	6.53	6.53	6.22	10	11600	70048	
532330	BIOPAC INDIA	B 	Q	3.58	3.58	3.55	3.55	3.55	3.41	5	20200	72311	
532331	AJANTA PHARM	B 	Q	948	963.95	942.8	947.2	947.2	945.7	534	4204	4003086	
532332	CURATECH    	B 	Q	18.3	18.3	18.3	18.3	18.3	17.45	1	10	183	
532333	HB PORTFOLIO	T 	Q	16.3	16.75	16	16.75	16.75	16.3	4	350	5810	
532334	HB ESTATE DE	B 	Q	10.25	11	10.25	11	11	10.5	9	1095	11713	
532335	AMBICA AGAR.	B 	Q	2.82	2.82	2.82	2.82	2.82	2.69	3	1000	2820	
532336	BARON INFO. 	B 	Q	0.47	0.47	0.47	0.47	0.47	0.48	1	2	0	
532338	VALUEMART   	T 	Q	2.98	2.98	2.76	2.96	2.96	2.88	22	11332	32117	
532339	COMPUCOM SOF	B 	Q	11.31	11.63	11.25	11.41	11.37	11.46	153	16194	185217	
532340	OMNI AX'S SO	B 	Q	0.97	0.97	0.97	0.97	0.97	0.98	12	275000	266750	
532341	LOGIX MICRO.	B 	Q	9	9.45	9	9.4	9.4	9	10	4694	43433	
532342	COMMEX TECH 	T 	Q	26.5	26.65	26.5	26.65	26.65	25.4	51	33674	897403	
532343	TVS MOTOR L 	B 	Q	76.25	76.75	73	73.5	73.5	75.95	3566	341095	25537287	
532344	SOFTSOL (I) 	B 	Q	42	42	42	42	42	42.65	1	5	210	
532345	GATI LTD.   	B 	Q	46.55	48.2	46.35	47.3	47.3	46.5	5066	630786	29805252	
532346	BLUE STAR IN	B 	Q	111	112.8	111	111.8	111.05	112.5	169	1555	174140	
532347	HELIOS & MAT	B 	Q	108.8	109.75	107.15	108.6	108.6	108.9	432	30675	3340582	
532348	SUBEX LTX   	B 	Q	10.4	10.4	9.66	9.85	9.85	10.13	450	135370	1342533	
532349	TRANSPORT CO	B 	Q	88.7	98	88.4	91.1	91.1	85.5	11331	865564	80581671	
532351	AKSH OPTIFIB	B 	Q	15.2	15.3	15	15.1	15.1	15.2	49	22900	345996	
532354	VIRGOGLOBAL 	B 	Q	0.33	0.33	0.33	0.33	0.33	0.32	12	7000	2310	
532355	PICTURHOUSE 	B 	Q	21.5	21.5	20.5	21.5	21.5	20.5	59	6900	147920	
532356	TRIVENI ENGG	B 	Q	14.1	14.24	14	14.11	14.1	14	223	18392	259310	
532357	MUKTA ARTS  	B 	Q	31.65	33.65	31.65	32.3	32.35	32.4	60	9505	309138	
532363	CTIL        	T 	Q	6.37	6.37	5.8	5.84	5.8	6.1	73	25201	148988	
532364	CYBERSCAPE M	B 	Q	0.25	0.25	0.25	0.25	0.25	0.24	1	1	0	
532366	PNB GILTS   	B 	Q	16.4	16.45	16.2	16.25	16.35	16.1	106	14871	242452	
532367	KANIKA INFO.	B 	Q	0.11	0.13	0.11	0.13	0.13	0.12	6	1310	150	
532368	YBRANTDIGI  	B 	Q	7.82	7.82	7.82	7.82	7.82	7.67	11	18975	148384	
532369	RAMCO INDS. 	B 	Q	42	42	39.4	39.75	39.75	41.4	1773	20634	829412	
532370	RAMCO  SYSTM	T 	Q	164.4	167.7	162	167.5	167	159.75	151	7080	1183822	
532371	TATA TELESER	B 	Q	7.45	8	7.43	7.88	7.88	7.41	2556	1623830	12562805	
532372	VIRINCHI CON	B 	Q	9.94	9.97	9.94	9.97	9.97	9.07	25	4399	43832	
532374	STER TECH   	B 	Q	24.6	26.1	24.15	25.85	25.85	24.6	3939	721995	18351874	
532376	MRO-TEK LTD 	B 	Q	4.3	4.3	4.3	4.3	4.3	4.45	2	1000	4300	
532378	UNIVERSAL A 	T 	Q	0.63	0.63	0.63	0.63	0.63	0.66	2	2301	1449	
532379	FIRSTOBJ    	T 	Q	9	9	8.35	8.35	8.35	8.74	4	150	1285	
532380	BABA ARTS   	B 	Q	5.1	5.1	5.1	5.1	5.1	5.31	2	508	2590	
532382	BALAJI TELE.	B 	Q	46.15	47.5	45.8	46.05	46.05	45.85	977	86235	4018822	
532384	TYCHE INDS  	B 	Q	27	27	25.5	26.9	26.9	26.75	24	4675	123138	
532387	PRITISHN COM	B 	Q	10.5	10.5	10.23	10.23	10.23	10.75	5	1300	13582	
532388	INDIAN OVER.	A 	Q	51.55	52.45	51.3	52.1	52.1	51.45	616	74238	3856969	
532389	VALECHA ENGG	T 	Q	34.5	35.5	34.4	35.3	35.5	34.2	17	875	30514	
532390	TAJ GVK HOTL	B 	Q	66	68.9	64.5	68.15	68.15	65.45	2802	157110	10522684	
532391	OPTO CIRCUIT	B 	Q	28.4	29.4	28.1	28.65	28.65	28.1	5239	1052859	30258043	
532395	AXIT IT LTD 	T 	Q	49.65	49.95	48.05	49	49	49.35	24	621	30519	
532398	UMESL       	B 	Q	3.67	3.67	3.66	3.67	3.67	3.5	17	26565	97492	
532399	RELMEDIA    	B 	Q	49.8	52.3	49.3	51.5	51.5	49.4	1602	115011	5873862	
532400	KPIT INFOSYS	B 	Q	172.9	178.3	171.7	177.4	177.4	171.55	2209	74177	13043605	
532401	VIJAYA BANK 	B 	Q	39.5	40	39.25	39.8	39.8	39.2	1002	156384	6201468	
532402	USGTECH     	B 	Q	15.37	15.37	14	15.37	15.37	14.64	29	170413	2599962	
532403	FOURTH GEN. 	T 	Q	22.8	22.8	22.8	22.8	22.8	21.9	2	3	68	
532404	SAVEN TECHNO	B 	Q	4.56	4.56	4.56	4.56	4.56	4.35	1	1	4	
532406	AVANTEL LTD 	B 	Q	45	45	43.5	43.5	43.5	45.45	9	1153	51881	
532407	MOSCHIP SEMI	B 	Q	2.78	2.78	2.78	2.78	2.78	2.65	30	12986	36101	
532408	MEGASOFT LTD	B 	Q	6.8	7.08	6.8	7.08	7.08	6.75	55	12364	86145	
532411	VISESH INFO.	B 	Q	0.31	0.31	0.3	0.3	0.3	0.3	113	823431	251951	
532413	CEREBRA INTE	B 	Q	9.1	9.15	9.1	9.15	9.15	8.99	8	3220	29363	
532416	MID-DAY MULT	B 	Q	3.3	3.3	3.3	3.3	3.3	3.4	1	2000	6600	
532418	ANDHRA BANK 	A 	Q	62.6	64.4	62.6	64	64	62.55	851	140493	8936952	
532419	SMARTLINK   	B 	Q	40.5	41.85	40.5	41.55	41.55	40.7	94	1319	54327	
532424	GODREJ CONS 	A 	Q	863.1	863.1	840.85	847.7	849	856.9	403	3077	2617365	
532430	BF UTILI    	T 	Q	526.1	540	520	522	522	526	1023	10904	5782670	
532432	UNITD SPR   	A 	Q	2624.35	2634.2	2596.15	2608.7	2608.7	2607.05	5123	58701	153636351	
532439	GOLDST INFRA	B 	Q	9.65	10.1	9.65	9.65	9.65	10	5	1400	13600	
532440	MPS LTD     	B 	Q	227	237	225	229.45	229.45	227.5	1040	8176	1902110	
532443	CERA SANITAR	B 	Q	710.95	714.75	690	696.15	697	701.45	56	251	174751	
532444	T. SPIRITUAL	T 	Q	0.67	0.67	0.67	0.67	0.67	0.66	1	400	268	
